id,name,dataset,time_limit,memory_limit,rating,tags,complexity
p02888,AtCoder Beginner Contest 143 - Triangles,AtCoder,2000.0,1048576.0,,,
p02889,AtCoder Beginner Contest 143 - Travel by Car,AtCoder,2000.0,1048576.0,,,
p02890,AtCoder Beginner Contest 143 - Distinct Numbers,AtCoder,2000.0,1048576.0,,,
p02897,AtCoder Beginner Contest 142 - Odds of Oddness,AtCoder,2000.0,1048576.0,,,
p02898,AtCoder Beginner Contest 142 - Roller Coaster,AtCoder,2000.0,1048576.0,,,
p02899,AtCoder Beginner Contest 142 - Go to School,AtCoder,2000.0,1048576.0,,,
p02900,AtCoder Beginner Contest 142 - Disjoint Set of Common Divisors,AtCoder,2000.0,1048576.0,,,
p02901,AtCoder Beginner Contest 142 - Get Everything,AtCoder,2000.0,1048576.0,,,
p02902,AtCoder Beginner Contest 142 - Pure,AtCoder,2000.0,1048576.0,,,
p02909,AtCoder Beginner Contest 141 - Weather Prediction,AtCoder,2000.0,1048576.0,,,
p02910,AtCoder Beginner Contest 141 - Tap Dance,AtCoder,2000.0,1048576.0,,,
p02911,AtCoder Beginner Contest 141 - Attack Survival,AtCoder,2000.0,1048576.0,,,
p02912,AtCoder Beginner Contest 141 - Powerful Discount Tickets,AtCoder,2000.0,1048576.0,,,
p02913,AtCoder Beginner Contest 141 - Who Says a Pun?,AtCoder,2000.0,1048576.0,,,
p02914,AtCoder Beginner Contest 141 - Xor Sum 3,AtCoder,2000.0,1048576.0,,,
p02915,AtCoder Beginner Contest 140 - Password,AtCoder,2000.0,1048576.0,,,
p02916,AtCoder Beginner Contest 140 - Buffet,AtCoder,2000.0,1048576.0,,,
p02917,AtCoder Beginner Contest 140 - Maximal Value,AtCoder,2000.0,1048576.0,,,
p02918,AtCoder Beginner Contest 140 - Face Produces Unhappiness,AtCoder,2000.0,1048576.0,,,
p02919,AtCoder Beginner Contest 140 - Second Sum,AtCoder,2000.0,1048576.0,,,
p02920,AtCoder Beginner Contest 140 - Many Slimes,AtCoder,2000.0,1048576.0,,,
p02921,AtCoder Beginner Contest 139 - Tenki,AtCoder,2000.0,1048576.0,,,
p02922,AtCoder Beginner Contest 139 - Power Socket,AtCoder,2000.0,1048576.0,,,
p02923,AtCoder Beginner Contest 139 - Lower,AtCoder,2000.0,1048576.0,,,
p02924,AtCoder Beginner Contest 139 - ModSum,AtCoder,2000.0,1048576.0,,,
p02925,AtCoder Beginner Contest 139 - League,AtCoder,2000.0,1048576.0,,,
p02926,AtCoder Beginner Contest 139 - Engines,AtCoder,2000.0,1048576.0,,,
p02933,AtCoder Beginner Contest 138 - Red or Not,AtCoder,2000.0,1048576.0,,,
p02934,AtCoder Beginner Contest 138 - Resistors in Parallel,AtCoder,2000.0,1048576.0,,,
p02935,AtCoder Beginner Contest 138 - Alchemist,AtCoder,2000.0,1048576.0,,,
p02936,AtCoder Beginner Contest 138 - Ki,AtCoder,2000.0,1048576.0,,,
p02937,AtCoder Beginner Contest 138 - Strings of Impurity,AtCoder,2000.0,1048576.0,,,
p02938,AtCoder Beginner Contest 138 - Coincidence,AtCoder,2000.0,1048576.0,,,
p02945,AtCoder Beginner Contest 137 - +-x,AtCoder,2000.0,1048576.0,,,
p02946,AtCoder Beginner Contest 137 - One Clue,AtCoder,2000.0,1048576.0,,,
p02947,AtCoder Beginner Contest 137 - Green Bin,AtCoder,2000.0,1048576.0,,,
p02948,AtCoder Beginner Contest 137 - Summer Vacation,AtCoder,2000.0,1048576.0,,,
p02949,AtCoder Beginner Contest 137 - Coins Respawn,AtCoder,2000.0,1048576.0,,,
p02950,AtCoder Beginner Contest 137 - Polynomial Construction,AtCoder,2000.0,1048576.0,,,
p02951,AtCoder Beginner Contest 136 - Transfer,AtCoder,2000.0,1048576.0,,,
p02952,AtCoder Beginner Contest 136 - Uneven Numbers,AtCoder,2000.0,1048576.0,,,
p02953,AtCoder Beginner Contest 136 - Build Stairs,AtCoder,2000.0,1048576.0,,,
p02954,AtCoder Beginner Contest 136 - Gathering Children,AtCoder,2000.0,1048576.0,,,
p02955,AtCoder Beginner Contest 136 - Max GCD,AtCoder,2000.0,1048576.0,,,
p02956,AtCoder Beginner Contest 136 - Enclosed Points,AtCoder,2000.0,1048576.0,,,
p02957,AtCoder Beginner Contest 135 - Harmony,AtCoder,2000.0,1048576.0,,,
p02958,AtCoder Beginner Contest 135 - 0 or 1 Swap,AtCoder,2000.0,1048576.0,,,
p02959,AtCoder Beginner Contest 135 - City Savers,AtCoder,2000.0,1048576.0,,,
p02960,AtCoder Beginner Contest 135 - Digits Parade,AtCoder,2000.0,1048576.0,,,
p02961,AtCoder Beginner Contest 135 - Golf,AtCoder,2000.0,1048576.0,,,
p02962,AtCoder Beginner Contest 135 - Strings of Eternity,AtCoder,2000.0,1048576.0,,,
p02969,AtCoder Beginner Contest 134 - Dodecagon,AtCoder,2000.0,1048576.0,,,
p02970,AtCoder Beginner Contest 134 - Golden Apple,AtCoder,2000.0,1048576.0,,,
p02971,AtCoder Beginner Contest 134 - Exception Handling,AtCoder,2000.0,1048576.0,,,
p02972,AtCoder Beginner Contest 134 - Preparing Boxes,AtCoder,2000.0,1048576.0,,,
p02973,AtCoder Beginner Contest 134 - Sequence Decomposing,AtCoder,2000.0,1048576.0,,,
p02974,AtCoder Beginner Contest 134 - Permutation Oddness,AtCoder,2000.0,1048576.0,,,
p02981,AtCoder Beginner Contest 133 - T or T,AtCoder,2000.0,1048576.0,,,
p02982,AtCoder Beginner Contest 133 - Good Distance,AtCoder,2000.0,1048576.0,,,
p02983,AtCoder Beginner Contest 133 - Remainder Minimization 2019,AtCoder,2000.0,1048576.0,,,
p02984,AtCoder Beginner Contest 133 - Rain Flows into Dams,AtCoder,2000.0,1048576.0,,,
p02985,AtCoder Beginner Contest 133 - Virus Tree 2,AtCoder,2000.0,1048576.0,,,
p02986,AtCoder Beginner Contest 133 - Colorful Tree,AtCoder,4000.0,1048576.0,,,
p02987,AtCoder Beginner Contest 132 - Fifty-Fifty,AtCoder,2000.0,1048576.0,,,
p02988,AtCoder Beginner Contest 132 - Ordinary Number,AtCoder,2000.0,1048576.0,,,
p02989,AtCoder Beginner Contest 132 - Divide the Problems,AtCoder,2000.0,1048576.0,,,
p02990,AtCoder Beginner Contest 132 - Blue and Red Balls,AtCoder,2000.0,1048576.0,,,
p02991,AtCoder Beginner Contest 132 - Hopscotch Addict,AtCoder,2000.0,1048576.0,,,
p02992,AtCoder Beginner Contest 132 - Small Products,AtCoder,2000.0,1048576.0,,,
p02993,AtCoder Beginner Contest 131 - Security,AtCoder,2000.0,1048576.0,,,
p02994,AtCoder Beginner Contest 131 - Bite Eating,AtCoder,2000.0,1048576.0,,,
p02995,AtCoder Beginner Contest 131 - Anti-Division,AtCoder,2000.0,1048576.0,,,
p02996,AtCoder Beginner Contest 131 - Megalomania,AtCoder,2000.0,1048576.0,,,
p02997,AtCoder Beginner Contest 131 - Friendships,AtCoder,2000.0,1048576.0,,,
p02998,AtCoder Beginner Contest 131 - Must Be Rectangular!,AtCoder,2000.0,1048576.0,,,
p02999,AtCoder Beginner Contest 130 - Rounding,AtCoder,2000.0,1048576.0,,,
p03000,AtCoder Beginner Contest 130 - Bounding,AtCoder,2000.0,1048576.0,,,
p03001,AtCoder Beginner Contest 130 - Rectangle Cutting,AtCoder,2000.0,1048576.0,,,
p03002,AtCoder Beginner Contest 130 - Enough Array,AtCoder,2000.0,1048576.0,,,
p03003,AtCoder Beginner Contest 130 - Common Subsequence,AtCoder,2000.0,1048576.0,,,
p03004,AtCoder Beginner Contest 130 - Minimum Bounding Box,AtCoder,5000.0,1048576.0,,,
p03011,AtCoder Beginner Contest 129 - Airplane,AtCoder,2000.0,1048576.0,,,
p03012,AtCoder Beginner Contest 129 - Balance,AtCoder,2000.0,1048576.0,,,
p03013,AtCoder Beginner Contest 129 - Typical Stairs,AtCoder,2000.0,1048576.0,,,
p03014,AtCoder Beginner Contest 129 - Lamp,AtCoder,2000.0,1048576.0,,,
p03015,AtCoder Beginner Contest 129 - Sum Equals Xor,AtCoder,2000.0,1048576.0,,,
p03016,AtCoder Beginner Contest 129 - Takahashi's Basics in Education and Learning,AtCoder,3000.0,1048576.0,,,
p03029,AtCoder Beginner Contest 128 - Apple Pie,AtCoder,2000.0,1048576.0,,,
p03030,AtCoder Beginner Contest 128 - Guidebook,AtCoder,2000.0,1048576.0,,,
p03031,AtCoder Beginner Contest 128 - Switches,AtCoder,2000.0,1048576.0,,,
p03032,AtCoder Beginner Contest 128 - equeue,AtCoder,2000.0,1048576.0,,,
p03033,AtCoder Beginner Contest 128 - Roadwork,AtCoder,2000.0,1048576.0,,,
p03034,AtCoder Beginner Contest 128 - Frog Jump,AtCoder,2000.0,1048576.0,,,
p03035,AtCoder Beginner Contest 127 - Ferris Wheel,AtCoder,2000.0,1048576.0,,,
p03036,AtCoder Beginner Contest 127 - Algae,AtCoder,2000.0,1048576.0,,,
p03037,AtCoder Beginner Contest 127 - Prison,AtCoder,2000.0,1048576.0,,,
p03038,AtCoder Beginner Contest 127 - Integer Cards,AtCoder,2000.0,1048576.0,,,
p03039,AtCoder Beginner Contest 127 - Cell Distance,AtCoder,2000.0,1048576.0,,,
p03040,AtCoder Beginner Contest 127 - Absolute Minima,AtCoder,2000.0,1048576.0,,,
p03041,AtCoder Beginner Contest 126 - Changing a Character,AtCoder,2000.0,1048576.0,,,
p03042,AtCoder Beginner Contest 126 - YYMM or MMYY,AtCoder,2000.0,1048576.0,,,
p03043,AtCoder Beginner Contest 126 - Dice and Coin,AtCoder,2000.0,1048576.0,,,
p03044,AtCoder Beginner Contest 126 - Even Relation,AtCoder,2000.0,1048576.0,,,
p03045,AtCoder Beginner Contest 126 - 1 or 2,AtCoder,2000.0,1048576.0,,,
p03046,AtCoder Beginner Contest 126 - XOR Matching,AtCoder,2000.0,1048576.0,,,
p03059,AtCoder Beginner Contest 125 - Biscuit Generator,AtCoder,2000.0,1048576.0,,,
p03060,AtCoder Beginner Contest 125 - Resale,AtCoder,2000.0,1048576.0,,,
p03061,AtCoder Beginner Contest 125 - GCD on Blackboard,AtCoder,2000.0,1048576.0,,,
p03062,AtCoder Beginner Contest 125 - Flipping Signs,AtCoder,2000.0,1048576.0,,,
p03071,AtCoder Beginner Contest 124 - Buttons,AtCoder,2000.0,1048576.0,,,
p03072,AtCoder Beginner Contest 124 - Great Ocean View,AtCoder,2000.0,1048576.0,,,
p03073,AtCoder Beginner Contest 124 - Coloring Colorfully,AtCoder,2000.0,1048576.0,,,
p03074,AtCoder Beginner Contest 124 - Handstand,AtCoder,2000.0,1048576.0,,,
p03075,AtCoder Beginner Contest 123 - Five Antennas,AtCoder,2000.0,1048576.0,,,
p03076,AtCoder Beginner Contest 123 - Five Dishes,AtCoder,2000.0,1048576.0,,,
p03077,AtCoder Beginner Contest 123 - Five Transportations,AtCoder,2000.0,1048576.0,,,
p03078,AtCoder Beginner Contest 123 - Cake 123,AtCoder,2000.0,1048576.0,,,
p03085,AtCoder Beginner Contest 122 - Double Helix,AtCoder,2000.0,1048576.0,,,
p03086,AtCoder Beginner Contest 122 - ATCoder,AtCoder,2000.0,1048576.0,,,
p03087,AtCoder Beginner Contest 122 - GeT AC,AtCoder,2000.0,1048576.0,,,
p03088,AtCoder Beginner Contest 122 - We Like AGC,AtCoder,2000.0,1048576.0,,,
p03101,AtCoder Beginner Contest 121 - White Cells,AtCoder,2000.0,1048576.0,,,
p03102,AtCoder Beginner Contest 121 - Can you solve this?,AtCoder,2000.0,1048576.0,,,
p03103,AtCoder Beginner Contest 121 - Energy Drink Collector,AtCoder,2000.0,1048576.0,,,
p03104,AtCoder Beginner Contest 121 - XOR World,AtCoder,2000.0,1048576.0,,,
p03105,AtCoder Beginner Contest 120 - Favorite Sound,AtCoder,2000.0,1048576.0,,,
p03106,AtCoder Beginner Contest 120 - K-th Common Divisor,AtCoder,2000.0,1048576.0,,,
p03107,AtCoder Beginner Contest 120 - Unification,AtCoder,2000.0,1048576.0,,,
p03108,AtCoder Beginner Contest 120 - Decayed Bridges,AtCoder,2000.0,1048576.0,,,
p03109,AtCoder Beginner Contest 119 - Still TBD,AtCoder,2000.0,1048576.0,,,
p03110,AtCoder Beginner Contest 119 - Digital Gifts,AtCoder,2000.0,1048576.0,,,
p03111,AtCoder Beginner Contest 119 - Synthetic Kadomatsu,AtCoder,2000.0,1048576.0,,,
p03112,AtCoder Beginner Contest 119 - Lazy Faith,AtCoder,2000.0,1048576.0,,,
p03125,AtCoder Beginner Contest 118 - B +/- A,AtCoder,2000.0,1048576.0,,,
p03126,AtCoder Beginner Contest 118 - Foods Loved by Everyone,AtCoder,2000.0,1048576.0,,,
p03127,AtCoder Beginner Contest 118 - Monsters Battle Royale,AtCoder,2000.0,1048576.0,,,
p03128,AtCoder Beginner Contest 118 - Match Matching,AtCoder,2000.0,1048576.0,,,
p03135,AtCoder Beginner Contest 117 - Entrance Examination,AtCoder,2000.0,1048576.0,,,
p03136,AtCoder Beginner Contest 117 - Polygon,AtCoder,2000.0,1048576.0,,,
p03137,AtCoder Beginner Contest 117 - Streamline,AtCoder,2000.0,1048576.0,,,
p03138,AtCoder Beginner Contest 117 - XXOR,AtCoder,2000.0,1048576.0,,,
p03145,AtCoder Beginner Contest 116 - Right Triangle,AtCoder,2000.0,1048576.0,,,
p03146,AtCoder Beginner Contest 116 - Collatz Problem,AtCoder,2000.0,1048576.0,,,
p03147,AtCoder Beginner Contest 116 - Grand Garden,AtCoder,2000.0,1048576.0,,,
p03148,AtCoder Beginner Contest 116 - Various Sushi,AtCoder,2000.0,1048576.0,,,
p03206,AtCoder Beginner Contest 115 - Christmas Eve Eve Eve,AtCoder,2000.0,1048576.0,,,
p03207,AtCoder Beginner Contest 115 - Christmas Eve Eve,AtCoder,2000.0,1048576.0,,,
p03208,AtCoder Beginner Contest 115 - Christmas Eve,AtCoder,2000.0,1048576.0,,,
p03209,AtCoder Beginner Contest 115 - Christmas,AtCoder,2000.0,1048576.0,,,
p03210,AtCoder Beginner Contest 114 - 753,AtCoder,2000.0,1048576.0,,,
p03211,AtCoder Beginner Contest 114 - 754,AtCoder,2000.0,1048576.0,,,
p03212,AtCoder Beginner Contest 114 - 755,AtCoder,2000.0,1048576.0,,,
p03213,AtCoder Beginner Contest 114 - 756,AtCoder,2000.0,1048576.0,,,
p03219,AtCoder Beginner Contest 113 - Discount Fare,AtCoder,2000.0,1048576.0,,,
p03220,AtCoder Beginner Contest 113 - Palace,AtCoder,2000.0,1048576.0,,,
p03221,AtCoder Beginner Contest 113 - ID,AtCoder,2000.0,1048576.0,,,
p03222,AtCoder Beginner Contest 113 - Number of Amidakuji,AtCoder,2000.0,1048576.0,,,
p03238,AtCoder Beginner Contest 112 - Programming Education,AtCoder,2000.0,1048576.0,,,
p03239,AtCoder Beginner Contest 112 - Time Limit Exceeded,AtCoder,2000.0,1048576.0,,,
p03240,AtCoder Beginner Contest 112 - Pyramid,AtCoder,3000.0,1048576.0,,,
p03241,AtCoder Beginner Contest 112 - Partition,AtCoder,2000.0,1048576.0,,,
p03242,AtCoder Beginner Contest 111 - AtCoder Beginner Contest 999,AtCoder,2000.0,1048576.0,,,
p03243,AtCoder Beginner Contest 111 - AtCoder Beginner Contest 111,AtCoder,2000.0,1048576.0,,,
p03244,AtCoder Beginner Contest 111 - /\/\/\/,AtCoder,2000.0,1048576.0,,,
p03245,AtCoder Beginner Contest 111 - Robot Arms,AtCoder,2000.0,1048576.0,,,
p03250,AtCoder Beginner Contest 110 - Maximize the Formula,AtCoder,2000.0,1048576.0,,,
p03251,AtCoder Beginner Contest 110 - 1 Dimensional World's Tale,AtCoder,2000.0,1048576.0,,,
p03252,AtCoder Beginner Contest 110 - String Transformation,AtCoder,2000.0,1048576.0,,,
p03253,AtCoder Beginner Contest 110 - Factorization,AtCoder,2000.0,1048576.0,,,
p03260,AtCoder Beginner Contest 109 - ABC333,AtCoder,2000.0,1048576.0,,,
p03261,AtCoder Beginner Contest 109 - Shiritori,AtCoder,2000.0,1048576.0,,,
p03262,AtCoder Beginner Contest 109 - Skip,AtCoder,2000.0,1048576.0,,,
p03263,AtCoder Beginner Contest 109 - Make Them Even,AtCoder,2000.0,1048576.0,,,
p03264,AtCoder Beginner Contest 108 - Pair,AtCoder,2000.0,1048576.0,,,
p03265,AtCoder Beginner Contest 108 - Ruined Square,AtCoder,2000.0,1048576.0,,,
p03266,AtCoder Beginner Contest 108 - Triangular Relationship,AtCoder,2000.0,1048576.0,,,
p03267,AtCoder Beginner Contest 108 - All Your Paths are Different Lengths,AtCoder,2000.0,1048576.0,,,
p03272,AtCoder Beginner Contest 107 - Train,AtCoder,2000.0,1048576.0,,,
p03273,AtCoder Beginner Contest 107 - Grid Compression,AtCoder,2000.0,1048576.0,,,
p03274,AtCoder Beginner Contest 107 - Candles,AtCoder,2000.0,1048576.0,,,
p03275,AtCoder Beginner Contest 107 - Median of Medians,AtCoder,2000.0,1048576.0,,,
p03280,AtCoder Beginner Contest 106 - Garden,AtCoder,2000.0,1024000.0,,,
p03281,AtCoder Beginner Contest 106 - 105,AtCoder,2000.0,1024000.0,,,
p03282,AtCoder Beginner Contest 106 - To Infinity,AtCoder,2000.0,1024000.0,,,
p03283,AtCoder Beginner Contest 106 - AtCoder Express 2,AtCoder,3000.0,1024000.0,,,
p03284,AtCoder Beginner Contest 105 - AtCoder Crackers,AtCoder,2000.0,1048576.0,,,
p03285,AtCoder Beginner Contest 105 - Cakes and Donuts,AtCoder,2000.0,1048576.0,,,
p03286,AtCoder Beginner Contest 105 - Base -2 Number,AtCoder,2000.0,1048576.0,,,
p03287,AtCoder Beginner Contest 105 - Candy Distribution,AtCoder,2000.0,1048576.0,,,
p03288,AtCoder Beginner Contest 104 - Rated for Me,AtCoder,2000.0,1048576.0,,,
p03289,AtCoder Beginner Contest 104 - AcCepted,AtCoder,2000.0,1048576.0,,,
p03290,AtCoder Beginner Contest 104 - All Green,AtCoder,2000.0,1048576.0,,,
p03291,AtCoder Beginner Contest 104 - We Love ABC,AtCoder,2000.0,1048576.0,,,
p03292,AtCoder Beginner Contest 103 - Task Scheduling Problem,AtCoder,2000.0,1048576.0,,,
p03293,AtCoder Beginner Contest 103 - String Rotation,AtCoder,2000.0,1048576.0,,,
p03294,AtCoder Beginner Contest 103 - Modulo Summation,AtCoder,2000.0,1048576.0,,,
p03295,AtCoder Beginner Contest 103 - Islands War,AtCoder,2000.0,1048576.0,,,
p03307,AtCoder Beginner Contest 102 - Multiple of 2 and N,AtCoder,2000.0,1048576.0,,,
p03308,AtCoder Beginner Contest 102 - Maximum Difference,AtCoder,2000.0,1048576.0,,,
p03309,AtCoder Beginner Contest 102 - Linear Approximation,AtCoder,2000.0,1048576.0,,,
p03310,AtCoder Beginner Contest 102 - Equal Cut,AtCoder,2000.0,1048576.0,,,
p03315,AtCoder Beginner Contest 101 - Eating Symbols Easy,AtCoder,2000.0,1048576.0,,,
p03316,AtCoder Beginner Contest 101 - Digit Sums,AtCoder,2000.0,1048576.0,,,
p03317,AtCoder Beginner Contest 101 - Minimization,AtCoder,2000.0,1048576.0,,,
p03318,AtCoder Beginner Contest 101 - Snuke Numbers,AtCoder,2000.0,1048576.0,,,
p03323,AtCoder Beginner Contest 100 - Happy Birthday!,AtCoder,2000.0,1024000.0,,,
p03324,AtCoder Beginner Contest 100 - Ringo's Favorite Numbers,AtCoder,2000.0,1024000.0,,,
p03325,AtCoder Beginner Contest 100 - *3 or /2,AtCoder,2000.0,1024000.0,,,
p03326,AtCoder Beginner Contest 100 - Patisserie ABC,AtCoder,2000.0,1024000.0,,,
p03327,AtCoder Beginner Contest 099 - ABD,AtCoder,2000.0,262144.0,,,
p03328,AtCoder Beginner Contest 099 - Stone Monument,AtCoder,2000.0,262144.0,,,
p03329,AtCoder Beginner Contest 099 - Strange Bank,AtCoder,2000.0,262144.0,,,
p03330,AtCoder Beginner Contest 099 - Good Grid,AtCoder,2000.0,262144.0,,,
p03337,AtCoder Beginner Contest 098 - Add Sub Mul,AtCoder,2000.0,1048576.0,,,
p03338,AtCoder Beginner Contest 098 - Cut and Count,AtCoder,2000.0,1048576.0,,,
p03339,AtCoder Beginner Contest 098 - Attention,AtCoder,2000.0,1048576.0,,,
p03340,AtCoder Beginner Contest 098 - Xor Sum 2,AtCoder,2000.0,1048576.0,,,
p03351,AtCoder Beginner Contest 097 - Colorful Transceivers,AtCoder,2000.0,1048576.0,,,
p03352,AtCoder Beginner Contest 097 - Exponential,AtCoder,2000.0,1048576.0,,,
p03353,AtCoder Beginner Contest 097 - K-th Substring,AtCoder,2000.0,1048576.0,,,
